model,meeting,bucket,block_id_standard,block_id_exclusive,flagged_standard,flagged_exclusive,start,speaker_standard,speaker_exclusive,text_standard,text_exclusive
deepseek-r1-14b,"Planning Commission Meeting - September 17, 2025 [sM9P2_ZC46M]",chunk_shifted,144,146,0,1,9750.47,SPEAKER_21,SPEAKER_21,something i i want to emphasize is that if the application is dismissed as simply being incomplete the city the commission has not reached the merits of the case in any way we're just saying there's just holes in it we're not saying it's a good or a bad application we're not saying there aren't a lo,something i i want to emphasize is that if the application is dismissed as simply being incomplete the city the commission has not reached the merits of the case in any way we're just saying there's just holes in it we're not saying it's a good or a bad application we're not saying there aren't a lo
deepseek-r1-7b,"Planning Commission Meeting - September 17, 2025 [sM9P2_ZC46M]",chunk_shifted,131,133,1,0,9215.04,SPEAKER_21,SPEAKER_21,are if they can't then move on thank you thank you mr gray okay at this point we the commission has heard a lot of testimony about the traffic about the environment about possible contamination from the old junkyard use and as well as preserving the character of the area uh in late of the hour does ,are if they can't then move on thank you thank you mr gray okay at this point we the commission has heard a lot of testimony about the traffic about the environment about possible contamination from the old junkyard use and as well as preserving the character of the area uh in late of the hour does 
deepseek-r1-7b,"Planning Commission Meeting - September 17, 2025 [sM9P2_ZC46M]",chunk_shifted,133,135,1,0,9281.52,SPEAKER_21,SPEAKER_21,has anything new to add that hasn't been covered already okay i'll take it your word sir dean,has anything new to add that hasn't been covered already okay i'll take it your word sir dean
deepseek-r1-7b,"Planning Commission Meeting - September 17, 2025 [sM9P2_ZC46M]",chunk_shifted,135,137,1,0,9371.5,SPEAKER_21,SPEAKER_21,anyone else who has anything new that was covered okay at this point i believe we're ready to close public comment it's the pleasure of the board to take an executive session or not does the board,anyone else who has anything new that was covered okay at this point i believe we're ready to close public comment it's the pleasure of the board to take an executive session or not does the board
deepseek-r1-7b,"Planning Commission Meeting - September 17, 2025 [sM9P2_ZC46M]",chunk_shifted,139,141,0,1,9562.79,SPEAKER_05,SPEAKER_05,this particular application solicitor may i ask is now a good time for us to recess to discuss what,this particular application solicitor may i ask is now a good time for us to recess to discuss what
deepseek-r1-7b,"Planning Commission Meeting - September 17, 2025 [sM9P2_ZC46M]",chunk_shifted,154,156,0,1,10910.51,SPEAKER_21,SPEAKER_21,we hope to see you back again thank you thank you with that the hearing is concluded i will turn this matter back over to the chairman for the remainder of your meeting thank you,we hope to see you back again thank you thank you with that the hearing is concluded i will turn this matter back over to the chairman for the remainder of your meeting thank you
deepseek-r1-7b,"Planning Commission Meeting - September 17, 2025 [sM9P2_ZC46M]",chunk_shifted,156,158,0,1,10955.56,SPEAKER_20,SPEAKER_20,motion on the floor mr chair i will make a motion to approve the minutes from our previous meeting of september 3rd 2025. i'll second you have a motion on the floor,motion on the floor mr chair i will make a motion to approve the minutes from our previous meeting of september 3rd 2025. i'll second you have a motion on the floor
deepseek-r1-7b,"Planning Commission Meeting - September 17, 2025 [sM9P2_ZC46M]",chunk_shifted,157,159,0,1,10978.03,SPEAKER_09,SPEAKER_09,with the approval of the minutes September the 3rd 2025 ready for the question all in favor let it known by saying aye aye opposed ayes have it,with the approval of the minutes September the 3rd 2025 ready for the question all in favor let it known by saying aye aye opposed ayes have it
deepseek-r1-7b,"Planning Commission Meeting - September 17, 2025 [sM9P2_ZC46M]",chunk_shifted,158,160,0,1,11001.16,SPEAKER_19,SPEAKER_19,motion carry,motion carry
deepseek-r1-7b,"Planning Commission Meeting - September 17, 2025 [sM9P2_ZC46M]",chunk_shifted,159,161,0,1,11024.33,SPEAKER_20,SPEAKER_20,okay no i have that from the solicitor clarification from the solicitor and then i,okay no i have that from the solicitor clarification from the solicitor and then i
deepseek-r1-7b,"Planning Commission Meeting - September 17, 2025 [sM9P2_ZC46M]",chunk_shifted,178,180,1,0,11720.72,SPEAKER_27,SPEAKER_27,of the two proposed units are 969 square foot and 1061 square feet and they're two stories,of the two proposed units are 969 square foot and 1061 square feet and they're two stories
deepseek-r1-7b,"Planning Commission Meeting - September 17, 2025 [sM9P2_ZC46M]",chunk_shifted,180,182,1,0,11754.93,SPEAKER_17,SPEAKER_17,preliminary final land development uh plan for 523 woodward street yeah they would have to meet the,preliminary final land development uh plan for 523 woodward street yeah they would have to meet the
deepseek-r1-7b,"Planning Commission Meeting - September 17, 2025 [sM9P2_ZC46M]",chunk_shifted,184,186,1,0,11810.49,SPEAKER_09,SPEAKER_09,wait for the question all in favor let it known by saying aye aye aye aye motion,wait for the question all in favor let it known by saying aye aye aye aye motion
gemma-4-4b,"Planning Commission Meeting - September 17, 2025 [sM9P2_ZC46M]",chunk_shifted,132,134,1,0,9256.16,SPEAKER_07,SPEAKER_07,want to clarify one point um one of the earlier gentlemen who commented seemed to seemed to be implying that um our 1996 plans were never followed through on i just wanted to clarify that the 48 parking spaces and the 23 that i believe this plan would cause us to lose was built and has been used for,want to clarify one point um one of the earlier gentlemen who commented seemed to seemed to be implying that um our 1996 plans were never followed through on i just wanted to clarify that the 48 parking spaces and the 23 that i believe this plan would cause us to lose was built and has been used for
gemma-4-4b,"Planning Commission Meeting - September 17, 2025 [sM9P2_ZC46M]",chunk_shifted,134,136,0,1,9298.05,SPEAKER_14,SPEAKER_14,souter i'm the pastor at sunnyside mennonite joe mark thank you for your work the vision for the um for the junkyard i have been there for 25 years as a an attender i have never met a person there that was mean it's a wonderful community if you folks that i'm speaking if you have never been into Sun,souter i'm the pastor at sunnyside mennonite joe mark thank you for your work the vision for the um for the junkyard i have been there for 25 years as a an attender i have never met a person there that was mean it's a wonderful community if you folks that i'm speaking if you have never been into Sun
gemma-4-4b,"Planning Commission Meeting - September 17, 2025 [sM9P2_ZC46M]",chunk_shifted,142,144,0,1,9691.66,SPEAKER_21,SPEAKER_21,clarification but the problem I have is that if the city commences its preliminary plan approval process then that that triggers the stays about enactment of any other ordinance and things get frozen and I I am opposed to the Commission the hands of the city being tied why a preliminary plan would b,clarification but the problem I have is that if the city commences its preliminary plan approval process then that that triggers the stays about enactment of any other ordinance and things get frozen and I I am opposed to the Commission the hands of the city being tied why a preliminary plan would b
gemma-4-4b,"Planning Commission Meeting - September 17, 2025 [sM9P2_ZC46M]",chunk_shifted,144,146,1,0,9750.47,SPEAKER_21,SPEAKER_21,something i i want to emphasize is that if the application is dismissed as simply being incomplete the city the commission has not reached the merits of the case in any way we're just saying there's just holes in it we're not saying it's a good or a bad application we're not saying there aren't a lo,something i i want to emphasize is that if the application is dismissed as simply being incomplete the city the commission has not reached the merits of the case in any way we're just saying there's just holes in it we're not saying it's a good or a bad application we're not saying there aren't a lo
gemma-4-4b,"Planning Commission Meeting - September 17, 2025 [sM9P2_ZC46M]",chunk_shifted,153,155,1,0,10885.01,SPEAKER_17,SPEAKER_17,like to encourage you to continue to work through this project there's a lot of gaps there's a lot of holes there's a lot of missing information that's necessary in order for this project to continue so i know that we just burst a bubble right now but you can fill the balloon back up later as you co,like to encourage you to continue to work through this project there's a lot of gaps there's a lot of holes there's a lot of missing information that's necessary in order for this project to continue so i know that we just burst a bubble right now but you can fill the balloon back up later as you co
gemma-4-4b,"Planning Commission Meeting - September 17, 2025 [sM9P2_ZC46M]",chunk_shifted,163,165,1,0,11111.18,SPEAKER_19,SPEAKER_19,"i just also would like to interject here that this is a former rackel property the the property contract with Rackel just expired. And so the city is taking this property over again, and they're going to go through the process of condemnation and eminent domain for this property. However, your job a","i just also would like to interject here that this is a former rackel property the the property contract with Rackel just expired. And so the city is taking this property over again, and they're going to go through the process of condemnation and eminent domain for this property. However, your job a"
gemma-4-4b,"Planning Commission Meeting - September 17, 2025 [sM9P2_ZC46M]",chunk_shifted,176,178,0,1,11686.72,SPEAKER_05,SPEAKER_05,they can't subdivide and then now okay thank you and the city was um supportive of this plan yes,they can't subdivide and then now okay thank you and the city was um supportive of this plan yes
gemma-4-4b,"Planning Commission Meeting - September 17, 2025 [sM9P2_ZC46M]",chunk_shifted,177,179,1,0,11703.52,SPEAKER_09,SPEAKER_09,and again the square footage on a single unit is again um the square foot of the footprint,and again the square footage on a single unit is again um the square foot of the footprint
gemma-4-4b,"Planning Commission Meeting - September 17, 2025 [sM9P2_ZC46M]",chunk_shifted,189,191,1,0,12289.41,SPEAKER_03,SPEAKER_03,also some of the discussion we had with shade tree Commission as a business and a car business obviously it is important to them not just from a visibility standpoint but that's their sales display area of their vehicles and the shade tree Commission was very supportive of allowing us to fit the tre,also some of the discussion we had with shade tree Commission as a business and a car business obviously it is important to them not just from a visibility standpoint but that's their sales display area of their vehicles and the shade tree Commission was very supportive of allowing us to fit the tre
ministral-8b,"Planning Commission Meeting - September 17, 2025 [sM9P2_ZC46M]",chunk_shifted,132,134,1,0,9256.16,SPEAKER_07,SPEAKER_07,want to clarify one point um one of the earlier gentlemen who commented seemed to seemed to be implying that um our 1996 plans were never followed through on i just wanted to clarify that the 48 parking spaces and the 23 that i believe this plan would cause us to lose was built and has been used for,want to clarify one point um one of the earlier gentlemen who commented seemed to seemed to be implying that um our 1996 plans were never followed through on i just wanted to clarify that the 48 parking spaces and the 23 that i believe this plan would cause us to lose was built and has been used for
ministral-8b,"Planning Commission Meeting - September 17, 2025 [sM9P2_ZC46M]",chunk_shifted,138,140,1,0,9462.65,SPEAKER_17,SPEAKER_17,been documented so i want to just make a point here that i think what you gentlemen are doing is commendable um i think that you have a big giant challenge in front of you you went from the little leagues with your two cabins to the big leagues now um and i also would say to the residents of sunnysi,been documented so i want to just make a point here that i think what you gentlemen are doing is commendable um i think that you have a big giant challenge in front of you you went from the little leagues with your two cabins to the big leagues now um and i also would say to the residents of sunnysi
ministral-8b,"Planning Commission Meeting - September 17, 2025 [sM9P2_ZC46M]",chunk_shifted,153,155,1,0,10885.01,SPEAKER_17,SPEAKER_17,like to encourage you to continue to work through this project there's a lot of gaps there's a lot of holes there's a lot of missing information that's necessary in order for this project to continue so i know that we just burst a bubble right now but you can fill the balloon back up later as you co,like to encourage you to continue to work through this project there's a lot of gaps there's a lot of holes there's a lot of missing information that's necessary in order for this project to continue so i know that we just burst a bubble right now but you can fill the balloon back up later as you co
ministral-8b,"Planning Commission Meeting - September 17, 2025 [sM9P2_ZC46M]",chunk_shifted,166,168,0,1,11473.62,SPEAKER_19,SPEAKER_19,no matter what so yes the um the property the owner has not complied with his rackle agreement and had gone through a process of um had he had received seven extensions and had still not fulfilled his requirements and so last evening at the rackel meeting they decided that they would not provide ano,no matter what so yes the um the property the owner has not complied with his rackle agreement and had gone through a process of um had he had received seven extensions and had still not fulfilled his requirements and so last evening at the rackel meeting they decided that they would not provide ano
phi-4,"Planning Commission Meeting - September 17, 2025 [sM9P2_ZC46M]",chunk_identical,52,52,1,0,4482.04,SPEAKER_17,SPEAKER_17,"Great. How about the – let's back up one second because I kind of tossed two things at you at one time. And I'm really curious to go back to the affordability aspect of this project, not so much just as to throw my thoughts out there, but to get some thoughts back from you gentlemen as well um you k","Great. How about the – let's back up one second because I kind of tossed two things at you at one time. And I'm really curious to go back to the affordability aspect of this project, not so much just as to throw my thoughts out there, but to get some thoughts back from you gentlemen as well um you k"
phi-4,"Planning Commission Meeting - September 17, 2025 [sM9P2_ZC46M]",chunk_identical,79,79,1,0,5640.9,SPEAKER_20,SPEAKER_20,anywhere near it may I ask a question one of the things I was looking at in the audience of course we have many members of the audience who were here back in 2014 when the Planning Commission approved essentially a nine page document of modifications that needed to be done for the tentative plan to ,anywhere near it may I ask a question one of the things I was looking at in the audience of course we have many members of the audience who were here back in 2014 when the Planning Commission approved essentially a nine page document of modifications that needed to be done for the tentative plan to 
phi-4,"Planning Commission Meeting - September 17, 2025 [sM9P2_ZC46M]",chunk_shifted,132,134,1,0,9256.16,SPEAKER_07,SPEAKER_07,want to clarify one point um one of the earlier gentlemen who commented seemed to seemed to be implying that um our 1996 plans were never followed through on i just wanted to clarify that the 48 parking spaces and the 23 that i believe this plan would cause us to lose was built and has been used for,want to clarify one point um one of the earlier gentlemen who commented seemed to seemed to be implying that um our 1996 plans were never followed through on i just wanted to clarify that the 48 parking spaces and the 23 that i believe this plan would cause us to lose was built and has been used for
phi-4,"Planning Commission Meeting - September 17, 2025 [sM9P2_ZC46M]",chunk_shifted,138,140,1,0,9462.65,SPEAKER_17,SPEAKER_17,been documented so i want to just make a point here that i think what you gentlemen are doing is commendable um i think that you have a big giant challenge in front of you you went from the little leagues with your two cabins to the big leagues now um and i also would say to the residents of sunnysi,been documented so i want to just make a point here that i think what you gentlemen are doing is commendable um i think that you have a big giant challenge in front of you you went from the little leagues with your two cabins to the big leagues now um and i also would say to the residents of sunnysi
phi-4,"Planning Commission Meeting - September 17, 2025 [sM9P2_ZC46M]",chunk_shifted,142,144,0,1,9691.66,SPEAKER_21,SPEAKER_21,clarification but the problem I have is that if the city commences its preliminary plan approval process then that that triggers the stays about enactment of any other ordinance and things get frozen and I I am opposed to the Commission the hands of the city being tied why a preliminary plan would b,clarification but the problem I have is that if the city commences its preliminary plan approval process then that that triggers the stays about enactment of any other ordinance and things get frozen and I I am opposed to the Commission the hands of the city being tied why a preliminary plan would b
phi-4,"Planning Commission Meeting - September 17, 2025 [sM9P2_ZC46M]",chunk_shifted,143,145,0,1,9731.07,SPEAKER_17,SPEAKER_17,event tonight that we would reject their application would they have the same ability to then go through work continue the partnership with the city to go through the recommended changes and the comments that the city is suggesting pull the necessary details together and then come back or absolutely,event tonight that we would reject their application would they have the same ability to then go through work continue the partnership with the city to go through the recommended changes and the comments that the city is suggesting pull the necessary details together and then come back or absolutely
phi-4,"Planning Commission Meeting - September 17, 2025 [sM9P2_ZC46M]",chunk_shifted,144,146,0,1,9750.47,SPEAKER_21,SPEAKER_21,something i i want to emphasize is that if the application is dismissed as simply being incomplete the city the commission has not reached the merits of the case in any way we're just saying there's just holes in it we're not saying it's a good or a bad application we're not saying there aren't a lo,something i i want to emphasize is that if the application is dismissed as simply being incomplete the city the commission has not reached the merits of the case in any way we're just saying there's just holes in it we're not saying it's a good or a bad application we're not saying there aren't a lo
phi-4,"Planning Commission Meeting - September 17, 2025 [sM9P2_ZC46M]",chunk_shifted,150,152,1,0,10836.85,SPEAKER_08,SPEAKER_08,Albert and mr. chairman does the rejection mean that a entirely new application needs to be filed or just that we come back to the Commission with,Albert and mr. chairman does the rejection mean that a entirely new application needs to be filed or just that we come back to the Commission with
phi-4,"Planning Commission Meeting - September 17, 2025 [sM9P2_ZC46M]",chunk_shifted,153,155,1,0,10885.01,SPEAKER_17,SPEAKER_17,like to encourage you to continue to work through this project there's a lot of gaps there's a lot of holes there's a lot of missing information that's necessary in order for this project to continue so i know that we just burst a bubble right now but you can fill the balloon back up later as you co,like to encourage you to continue to work through this project there's a lot of gaps there's a lot of holes there's a lot of missing information that's necessary in order for this project to continue so i know that we just burst a bubble right now but you can fill the balloon back up later as you co
phi-4,"Planning Commission Meeting - September 17, 2025 [sM9P2_ZC46M]",chunk_shifted,166,168,0,1,11473.62,SPEAKER_19,SPEAKER_19,no matter what so yes the um the property the owner has not complied with his rackle agreement and had gone through a process of um had he had received seven extensions and had still not fulfilled his requirements and so last evening at the rackel meeting they decided that they would not provide ano,no matter what so yes the um the property the owner has not complied with his rackle agreement and had gone through a process of um had he had received seven extensions and had still not fulfilled his requirements and so last evening at the rackel meeting they decided that they would not provide ano
phi-4,"Planning Commission Meeting - September 17, 2025 [sM9P2_ZC46M]",chunk_shifted,176,178,1,0,11686.72,SPEAKER_05,SPEAKER_05,they can't subdivide and then now okay thank you and the city was um supportive of this plan yes,they can't subdivide and then now okay thank you and the city was um supportive of this plan yes
phi-4,"Planning Commission Meeting - September 17, 2025 [sM9P2_ZC46M]",chunk_shifted,179,181,0,1,11728.08,SPEAKER_09,SPEAKER_09,okay thank you thank you any public comment motion on the floor can i make a motion to approve the,okay thank you thank you any public comment motion on the floor can i make a motion to approve the
phi-4,"Planning Commission Meeting - September 17, 2025 [sM9P2_ZC46M]",chunk_shifted,200,200,0,1,13090.53,SPEAKER_26,SPEAKER_26,okay yes we had prepared a site concept plan uh indicating how the property could be developed under the under the proposed uh free zoning and text amendment um as as claudia mentioned the uh the parcel we're looking at was unit b of the plan plant community which on the sketch is shown in basically,okay yes we had prepared a site concept plan uh indicating how the property could be developed under the under the proposed uh free zoning and text amendment um as as claudia mentioned the uh the parcel we're looking at was unit b of the plan plant community which on the sketch is shown in basically
qwen3.5-9b-q6,"Planning Commission Meeting - September 17, 2025 [sM9P2_ZC46M]",chunk_shifted,162,164,1,0,11076.7,SPEAKER_09,SPEAKER_09,which will require a new application or not no okay i appreciate that thank you it was just hard for me to hear everything okay moving forward mr chairman okay number four the subdivision and land development a 523 woodward avenue preliminary final land development conditional approval,which will require a new application or not no okay i appreciate that thank you it was just hard for me to hear everything okay moving forward mr chairman okay number four the subdivision and land development a 523 woodward avenue preliminary final land development conditional approval
qwen3.5-9b-q6,"Planning Commission Meeting - September 17, 2025 [sM9P2_ZC46M]",chunk_shifted,163,165,1,0,11111.18,SPEAKER_19,SPEAKER_19,"i just also would like to interject here that this is a former rackel property the the property contract with Rackel just expired. And so the city is taking this property over again, and they're going to go through the process of condemnation and eminent domain for this property. However, your job a","i just also would like to interject here that this is a former rackel property the the property contract with Rackel just expired. And so the city is taking this property over again, and they're going to go through the process of condemnation and eminent domain for this property. However, your job a"
qwen3.5-9b-q6,"Planning Commission Meeting - September 17, 2025 [sM9P2_ZC46M]",chunk_shifted,187,189,1,0,11891.4,SPEAKER_03,SPEAKER_03,"approval good evening Cheryl Love with the LA group we'll review the plan briefly with This is the existing building for Jones Honda. It's located at 1335 Mannheim Pike. The building is rectangular in the back portion of what you see rendered here. The existing footprint is about 5,000 square feet. ","approval good evening Cheryl Love with the LA group we'll review the plan briefly with This is the existing building for Jones Honda. It's located at 1335 Mannheim Pike. The building is rectangular in the back portion of what you see rendered here. The existing footprint is about 5,000 square feet. "
qwen3.5-9b-q6,"Planning Commission Meeting - September 17, 2025 [sM9P2_ZC46M]",chunk_shifted,189,191,1,0,12289.41,SPEAKER_03,SPEAKER_03,also some of the discussion we had with shade tree Commission as a business and a car business obviously it is important to them not just from a visibility standpoint but that's their sales display area of their vehicles and the shade tree Commission was very supportive of allowing us to fit the tre,also some of the discussion we had with shade tree Commission as a business and a car business obviously it is important to them not just from a visibility standpoint but that's their sales display area of their vehicles and the shade tree Commission was very supportive of allowing us to fit the tre
qwen3.5-9b-q6,"Planning Commission Meeting - September 17, 2025 [sM9P2_ZC46M]",chunk_shifted,190,192,1,0,12360.22,SPEAKER_17,SPEAKER_17,structure can't support that okay i i think i see them on the plan but there are new sidewalks,structure can't support that okay i i think i see them on the plan but there are new sidewalks
qwen3.5-9b-q6,"Planning Commission Meeting - September 17, 2025 [sM9P2_ZC46M]",chunk_shifted,191,193,1,0,12370.3,SPEAKER_03,SPEAKER_03,there are up front wonderful is yep all across the frontage um in fact one of our prior um one of our prior uh landscape architects did something for jones honda some time ago just to the west here and in fact at that point they were waived for doing any street trees any a lot of those improvements ,there are up front wonderful is yep all across the frontage um in fact one of our prior um one of our prior uh landscape architects did something for jones honda some time ago just to the west here and in fact at that point they were waived for doing any street trees any a lot of those improvements 
qwen3.5-9b-q8,"Planning Commission Meeting - September 17, 2025 [sM9P2_ZC46M]",chunk_shifted,133,135,1,0,9281.52,SPEAKER_21,SPEAKER_21,has anything new to add that hasn't been covered already okay i'll take it your word sir dean,has anything new to add that hasn't been covered already okay i'll take it your word sir dean
qwen3.5-9b-q8,"Planning Commission Meeting - September 17, 2025 [sM9P2_ZC46M]",chunk_shifted,162,164,1,0,11076.7,SPEAKER_09,SPEAKER_09,which will require a new application or not no okay i appreciate that thank you it was just hard for me to hear everything okay moving forward mr chairman okay number four the subdivision and land development a 523 woodward avenue preliminary final land development conditional approval,which will require a new application or not no okay i appreciate that thank you it was just hard for me to hear everything okay moving forward mr chairman okay number four the subdivision and land development a 523 woodward avenue preliminary final land development conditional approval
qwen3.5-9b-q8,"Planning Commission Meeting - September 17, 2025 [sM9P2_ZC46M]",chunk_shifted,163,165,1,0,11111.18,SPEAKER_19,SPEAKER_19,"i just also would like to interject here that this is a former rackel property the the property contract with Rackel just expired. And so the city is taking this property over again, and they're going to go through the process of condemnation and eminent domain for this property. However, your job a","i just also would like to interject here that this is a former rackel property the the property contract with Rackel just expired. And so the city is taking this property over again, and they're going to go through the process of condemnation and eminent domain for this property. However, your job a"
qwen3.5-9b-q8,"Planning Commission Meeting - September 17, 2025 [sM9P2_ZC46M]",chunk_shifted,189,191,1,0,12289.41,SPEAKER_03,SPEAKER_03,also some of the discussion we had with shade tree Commission as a business and a car business obviously it is important to them not just from a visibility standpoint but that's their sales display area of their vehicles and the shade tree Commission was very supportive of allowing us to fit the tre,also some of the discussion we had with shade tree Commission as a business and a car business obviously it is important to them not just from a visibility standpoint but that's their sales display area of their vehicles and the shade tree Commission was very supportive of allowing us to fit the tre
qwen3.5-9b-q8,"Planning Commission Meeting - September 17, 2025 [sM9P2_ZC46M]",chunk_shifted,190,192,1,0,12360.22,SPEAKER_17,SPEAKER_17,structure can't support that okay i i think i see them on the plan but there are new sidewalks,structure can't support that okay i i think i see them on the plan but there are new sidewalks
qwen3.5-9b-q8,"Planning Commission Meeting - September 17, 2025 [sM9P2_ZC46M]",chunk_shifted,191,193,1,0,12370.3,SPEAKER_03,SPEAKER_03,there are up front wonderful is yep all across the frontage um in fact one of our prior um one of our prior uh landscape architects did something for jones honda some time ago just to the west here and in fact at that point they were waived for doing any street trees any a lot of those improvements ,there are up front wonderful is yep all across the frontage um in fact one of our prior um one of our prior uh landscape architects did something for jones honda some time ago just to the west here and in fact at that point they were waived for doing any street trees any a lot of those improvements 
deepseek-r1-7b,"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]",chunk_identical,102,99,1,0,4747.05,SPEAKER_12,SPEAKER_12,you're not gonna find which is also why it's really important just to have,you're not gonna find which is also why it's really important just to have
gemma-4-4b,"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]",text_differs,62,60,0,1,2749.96,SPEAKER_02,SPEAKER_02,I mean as I recall when we were talking about setting up public hearing really wasn't done with the intention that we would actually impact or change the zoning decision I recall it really being that we just needed to learn more about how the decision was made so I don't think there was any disillus,I mean as I recall when we were talking about setting up public hearing really wasn't done with the intention that we would actually impact or change the zoning decision I recall it really being that we just needed to learn more about how the decision was made so I don't think there was any disillus
gemma-4-4b,"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]",chunk_shifted,68,66,1,0,3260.53,SPEAKER_02,SPEAKER_02,i mean i think it needs to be something that we continue just again just just to be able to provide information to the public about what the city is doing i mean i think as uh lauren and as staff has already uh shared there there are irons in the fire um that the city is has responded to public inpu,i mean i think it needs to be something that we continue just again just just to be able to provide information to the public about what the city is doing i mean i think as uh lauren and as staff has already uh shared there there are irons in the fire um that the city is has responded to public inpu
gemma-4-4b,"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]",chunk_shifted,70,68,0,1,3391.8,SPEAKER_05,SPEAKER_05,forward in light of transparency are we able to put this schedule that's on the bullet on the faq page just so it's easily accessible by the public to be able to see when these milestones are being met and to know when um key participation opportunities will present themselves what does it mean you ,forward in light of transparency are we able to put this schedule that's on the bullet on the faq page just so it's easily accessible by the public to be able to see when these milestones are being met and to know when um key participation opportunities will present themselves what does it mean you 
gemma-4-4b,"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]",chunk_shifted,86,83,0,1,4075.6,SPEAKER_13,SPEAKER_13,can this memo be made public or is that not do we have a motion on the floor okay mr chair i would,can this memo be made public or is that not do we have a motion on the floor okay mr chair i would
gemma-4-4b,"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]",chunk_identical,88,85,0,1,4131.46,SPEAKER_02,SPEAKER_02,very briefly just to clarify I think some of my earlier comments and questions that my only purpose really to suggest some of the things we talked about was really in the interest of public education I certainly did not want to give the impression that was in any way trying to undermine the credibil,very briefly just to clarify I think some of my earlier comments and questions that my only purpose really to suggest some of the things we talked about was really in the interest of public education I certainly did not want to give the impression that was in any way trying to undermine the credibil
ministral-8b,"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]",chunk_shifted,56,54,0,1,2631.51,SPEAKER_13,SPEAKER_13,opportunity to attend the hearings at city council for other places correct yes and it's also going,opportunity to attend the hearings at city council for other places correct yes and it's also going
phi-4,"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]",chunk_shifted,50,48,1,0,2423.43,SPEAKER_05,SPEAKER_05,and if i'm understanding the conditional approval would that give them approval to then finalize their plans and go into development,and if i'm understanding the conditional approval would that give them approval to then finalize their plans and go into development
phi-4,"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]",chunk_shifted,54,52,0,1,2542.9,SPEAKER_11,SPEAKER_11,a public hearing a data center pretty much the same so um today uh we received a memo from chris,a public hearing a data center pretty much the same so um today uh we received a memo from chris
phi-4,"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]",text_differs,63,61,1,0,2850.64,SPEAKER_07,SPEAKER_07,we would also have a lot more information ourselves because again as Betsy noted it the the person who's appealing the decision that was made by the zoning officer that's happening September 22nd so that will have happened at that point and um there will have been also opportunities through city cou,additional October 15th meeting which would be a regular meeting at that point we would also have a lot more information ourselves because again as Betsy noted it the the person who's appealing the decision that was made by the zoning officer that's happening September 22nd so that will have happene
phi-4,"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]",chunk_shifted,64,62,1,0,2955.75,SPEAKER_12,SPEAKER_12,that's something yeah i just wanted to uh kind of support uh what um porter was saying you know i think the idea was to get information about how this decision was made i think it's disappointing to me that the administration has chosen not uh to engage with that us on that i agree you know with thi,that's something yeah i just wanted to uh kind of support uh what um porter was saying you know i think the idea was to get information about how this decision was made i think it's disappointing to me that the administration has chosen not uh to engage with that us on that i agree you know with thi
phi-4,"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]",chunk_shifted,68,66,1,0,3260.53,SPEAKER_02,SPEAKER_02,i mean i think it needs to be something that we continue just again just just to be able to provide information to the public about what the city is doing i mean i think as uh lauren and as staff has already uh shared there there are irons in the fire um that the city is has responded to public inpu,i mean i think it needs to be something that we continue just again just just to be able to provide information to the public about what the city is doing i mean i think as uh lauren and as staff has already uh shared there there are irons in the fire um that the city is has responded to public inpu
phi-4,"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]",chunk_shifted,70,68,1,0,3391.8,SPEAKER_05,SPEAKER_05,forward in light of transparency are we able to put this schedule that's on the bullet on the faq page just so it's easily accessible by the public to be able to see when these milestones are being met and to know when um key participation opportunities will present themselves what does it mean you ,forward in light of transparency are we able to put this schedule that's on the bullet on the faq page just so it's easily accessible by the public to be able to see when these milestones are being met and to know when um key participation opportunities will present themselves what does it mean you 
phi-4,"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]",chunk_shifted,80,78,0,1,3784.5,SPEAKER_07,SPEAKER_07,there's no stack of papers i mean again and i don't and i don't mean to simplify but this was a decision that was made by a person in their job in their official capacity this is what his profession is as a zoning officer yes there were alternatives absolutely so he could have chosen to use this at ,there's no stack of papers i mean again and i don't and i don't mean to simplify but this was a decision that was made by a person in their job in their official capacity this is what his profession is as a zoning officer yes there were alternatives absolutely so he could have chosen to use this at 
phi-4,"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]",chunk_shifted,81,79,0,1,3865.31,SPEAKER_05,SPEAKER_05,the chain of evidence so i think whether we like it or not there is an interpretation factor to any rule of law so clearly that you know we all may not like the decision that occurred with this data center but i think what we should stop at this point i don't believe there's anything we can do to it,the chain of evidence so i think whether we like it or not there is an interpretation factor to any rule of law so clearly that you know we all may not like the decision that occurred with this data center but i think what we should stop at this point i don't believe there's anything we can do to it
