condition,meeting,block_id,in_baseline,in_condition,speaker,start,word_count,text
C_size1,"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_standard",92,1,0,SPEAKER_09,4257.86,23,so like so do you mind if i i don't want i don't want to get away from my head um i appreciate
C_size1,"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_standard",98,0,1,SPEAKER_07,4560.23,114,occur I would also add to that that we have residences online that are not filling and so I think that there's also right and so right so but it's kind of like a circular domino effect right because if they're they're not filling so they're not building more it depends on what the builder wants to b
C_size1,"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_standard",99,0,1,SPEAKER_05,4624.22,96,"waiting game yeah and I'll close with one final statement I think it would be great as a group to kind of come back and maybe huddle up I don't know what you want to call it on the comprehensive plan it's just been a while since I I think we've kind of discussed the goals, objectives, and I think ju"
C_size1,"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_standard",100,0,1,SPEAKER_12,4654.39,207,"All right, and I also have my final statement. I do, I wanna just, you know, I think it's good that we're holding off on the hearing. I think it's good that we're keeping the data center as an agenda item, and I think we should revisit the idea of requesting a memo. mean i don't think it is i don't "
D_size5,"City Council Committee Meeting - February 3, 2025 [aHT_ba_YwG8]",5,1,0,SPEAKER_10,491.94,138,you mr. vice president the personal committee has two items on the agenda but the first item is a push to back to the next committee meeting and the second item is the nomination for reappointment to the city revitalization and Improvement Zone Authority Shelby Norman. She currently serves on the bo
D_size5,"City Council Committee Meeting - February 3, 2025 [aHT_ba_YwG8]",21,0,1,SPEAKER_12,1344.78,77,because of it thank you for presentation director Campbell I'm sure we'll get more to this in the March meeting in the first and second reading but can you just talk a little bit about the timeline of some of these projects and compared to the distribution of some of the funds through the disburseme
D_size5,"City Council Committee Meeting - February 3, 2025 [aHT_ba_YwG8]",24,0,1,SPEAKER_12,1616.15,43,"That helps a lot. And just my follow-up question is, given that these are some of the first three-year plans, are we confident in our ability to service the whole debt, given the need for additional bonds after the planning or design phase?"
D_size5,"City Council Committee Meeting - February 3, 2025 [aHT_ba_YwG8]",48,0,1,SPEAKER_10,2469.77,33,"Thank you, Constable Hirsch. Thank you, Dr. Campbell, for the presentation. What would be the role of the city in those projects? Will the city be involved in ongoing oversight of those projects?"
D_size5,"City Council Committee Meeting - February 3, 2025 [aHT_ba_YwG8]",64,1,0,SPEAKER_02,3591.11,43,around the 2026 23rd plan wonderful just a quick comment I'll say from voting on this item just because the organization that I work for assets is listed as an organization in the action plans same from voting thank you are there any
D_size5,"City Council Committee Meeting - February 3, 2025 [aHT_ba_YwG8]",67,1,0,SPEAKER_01,3631.16,20,that we have good question the only funding that i saw that went to the shelters was from 2021 that
D_size5,"City Council Committee Meeting - February 3, 2025 [aHT_ba_YwG8]",71,1,0,SPEAKER_07,3808.62,15,so so you're looking at probably repairing what three houses with that particular money depends
D_size5,"City Council Committee Meeting - March 3, 2025 [qEcut0Mpq30]",5,1,0,SPEAKER_14,301.99,99,councillor colleagues thank you madam president the personal committee has two items on the agenda for tonight the first item is the nomination of Stephen gross for appointment to the city revitalization and improvement zone authority mr groff is nominated due to his experience and a pair request of
D_size5,"City Council Committee Meeting - March 3, 2025 [qEcut0Mpq30]",10,0,1,SPEAKER_16,528.0,33,"Councillor Collins. Thank you, Mr. Grouch, for taking our questions and your willingness to serve. How can we use CRITS to help promote economic development and equitable economic development here in the city?"
D_size5,"City Council Committee Meeting - March 3, 2025 [qEcut0Mpq30]",28,0,1,SPEAKER_16,2157.1,61,point does that am I saying that accurately enough okay if you can talk a little bit about the budgetary impact in the individual funds and how from a budget from a financial planning and you know for the next five years how are these budgetary impacts also being looked at from a planning side yeah 
D_size5,"City Council Committee Meeting - March 3, 2025 [qEcut0Mpq30]",33,1,0,SPEAKER_09,2332.9,157,question um could perhaps go to either director campbell although um it's just a very general question and it is some of the projects that are listed in this i know are are not maintenance but they're extending the useful life of the assets so they're almost like rehabilitation and not repair so to 
D_size5,"City Council Committee Meeting - March 3, 2025 [qEcut0Mpq30]",63,1,0,SPEAKER_09,3936.94,108,i spoke right when i see this presentation it's it's a it's it's wonderful in so many ways you note I feel like I see street treats as something that if the city invests in in the short term has huge long-term benefits in so many different ways and the fact that you all are engaging the community in
D_size5,"City Council Committee Meeting - March 3, 2025 [qEcut0Mpq30]",64,1,0,SPEAKER_05,3979.16,90,thank you for the presentation this evening it's nice to meet you uh officially uh thank you could you speak a bit about i know that there are probably some residents who have uh have had bad experiences with street trees in the past and uh could you speak to ways that this new plan addresses concer
D_size5,"City Council Committee Meeting - March 3, 2025 [qEcut0Mpq30]",65,1,0,SPEAKER_07,4011.4,490,in kind of two different ways uh the first one is process uh especially since i started i've been working with um various people within the city to make sure that we have a a good effective process for addressing these concerns like when a tree branch comes down or when someone needs to have assista
D_size5,"City Council Committee Meeting - March 3, 2025 [qEcut0Mpq30]",66,1,0,SPEAKER_06,4176.38,95,good way any other question or comment from in regards to replacing some of trees do you have like specific trees that you might have found that they're disease that need removal is there any issues I mean I know one particular one that has not been removed and it's causing especially when the wind 
D_size5,"City Council Committee Meeting - March 3, 2025 [qEcut0Mpq30]",72,1,0,SPEAKER_06,4389.29,69,"Is there any type of metrics or studies or any type of research that shows a particular tree or trees in general that have more susceptibility of becoming disease? I'm sure that there are particular ones, but I'm familiar only with a few trees. I'm not, I have allergies around this season, so trust "
D_size5,"City Council Committee Meeting - March 3, 2025 [qEcut0Mpq30]",79,1,0,SPEAKER_13,4817.04,85,to this resolution good evening thank you um this resolution is related to the sewage facilities plan i'm sure you guys are all familiar with having to pass these um this project is um making sure I have the right is for a single building that is going to be turned into four apartments. So right now
D_size5,"City Council Committee Meeting - March 3, 2025 [qEcut0Mpq30]",84,0,1,SPEAKER_16,5176.51,15,happy happy to do that as well with the timeline of the project thank you
D_size5,"City Council Committee Meeting - March 3, 2025 [qEcut0Mpq30]",95,1,0,SPEAKER_05,5473.62,38,much. Do we have a context of the cost for retaining special counsel for a variety of we know that we do this for a variety of reasons. Do you have an idea of a cost of this?
D_size5,"City Council Committee Meeting - March 3, 2025 [qEcut0Mpq30]",106,1,0,SPEAKER_10,5645.64,10,Roya hi mr. Glees hi miss Diaz mr. Hershey hi
D_size5,"City Council Committee Meeting - September 2, 2025 [bNf9xj20-xg]_standard",15,1,0,SPEAKER_07,1749.97,35,later date for the presentation um a couple questions uh with this being short-term financing is the rate variable or is this a fixed rate i see here there's a five percent yeah that's an
D_size5,"City Council Committee Meeting - September 2, 2025 [bNf9xj20-xg]_standard",41,0,1,SPEAKER_12,2361.58,18,but how far is the bump out i guess that's the question yeah thank you councillor hirsch that
D_size5,"City Council Committee Meeting - September 2, 2025 [bNf9xj20-xg]_standard",44,1,0,SPEAKER_10,2676.5,595,the explanation good evening thank you for taking the opportunity to hear what i have to say tonight so anchor lancaster is a non-profit that works with the homeless and low income here in lancaster city right now we are our program is housed inside of first united methodist church we've been rentin
D_size5,"City Council Committee Meeting - September 2, 2025 [bNf9xj20-xg]_standard",49,1,0,SPEAKER_13,3034.4,5,"If I may, Councilor Craig?"
D_size5,"City Council Committee Meeting - September 2, 2025 [bNf9xj20-xg]_standard",54,1,0,SPEAKER_11,3066.84,48,worth mentioning thank you thank you can I just add to you I believe the total project is about 1.6 million is that is that correct at least that's what my notes are saying so a little bit more is what I'm saying no it is it's actually
D_size5,"City Council Committee Meeting - September 2, 2025 [bNf9xj20-xg]_standard",55,1,0,SPEAKER_10,3082.38,47,two and a half to three million yes for the day center alone to to put the wall up and lower the ceiling a little bit and put in the unit for heating and cooling is about a hundred and forty thousand thank you are there any
D_size5,"City Council Committee Meeting - September 2, 2025 [bNf9xj20-xg]_standard",62,0,1,SPEAKER_16,3417.3,38,thank you so much i do have a question for you would this be with the grants would that be in addition to the FEMA grants as well or is that all combined so there used to be
D_size5,"City Council Committee Meeting - September 2, 2025 [bNf9xj20-xg]_standard",67,0,1,SPEAKER_08,3539.68,34,planning to work with the neighboring county i just wanted to make sure that the work that we're doing would cover any outside third party that is coming in and absolutely so they're currently
D_size5,"City Council Committee Meeting - September 2, 2025 [bNf9xj20-xg]_standard",73,1,0,SPEAKER_16,3637.87,18,received any response from you or or the chief but you're welcome to bring that forward uh please
D_size5,"City Council Committee Meeting - September 2, 2025 [bNf9xj20-xg]_standard",91,1,0,SPEAKER_02,4355.28,48,public why people can't do this already I mean like what about this bill makes this it people able to do it doesn't you know like why why do we need this bill so that people can do this is it federal federally not allowed state not allowed
D_size5,"City Council Meeting - April 29, 2025 [5N3AIQLoNPU]_standard",11,0,1,SPEAKER_10,1670.43,145,"Folks in the room, please. But where we do need that accountability from her, and yes, from our mayor, and from you, because you had your own issues like everybody else. So, where we do need accountability, let's not get lost in what actually brought us here. An attack on our youth, our black and br"
D_size5,"City Council Meeting - April 29, 2025 [5N3AIQLoNPU]_standard",13,1,0,SPEAKER_10,1736.19,91,everyone will get there and the new mayor takes Deneen seat I pray that this community that's worried about all the wrong things learns how to make bike policy accessible and prioritizes our children because I came in here for one specific reason and y'all turned it into this Janet show so while the
D_size5,"City Council Meeting - April 29, 2025 [5N3AIQLoNPU]_standard",31,0,1,SPEAKER_04,2451.1,19,next speaker is uh david miller glick of the first block of paper street thank you good evening mr
D_size5,"City Council Meeting - April 29, 2025 [5N3AIQLoNPU]_standard",56,0,1,SPEAKER_10,3934.58,156,Jessica Lopez the felon with less felonies than our president huh so let me start by reminding you right that for the last five years I've been here more than every single one of yous in this room so we're user thick today I hope yous are thick in two weeks and I hope you're thick weeks after that b
D_size5,"City Council Meeting - April 29, 2025 [5N3AIQLoNPU]_standard",58,1,0,SPEAKER_10,3989.51,218,will have order in the room now this is the problem because comments that she made opened the door for a white man to sit here and tell a black woman to take off her headdress so i'm the problem i'm the problem apparently and not the person who took an oath to stand for every single body not just th
D_size5,"City Council Meeting - April 29, 2025 [5N3AIQLoNPU]_standard",94,1,0,SPEAKER_00,5922.82,160,"In regards to the meeting tonight and what was discussed here, I'm disappointed and I'm frustrated by what I saw, and that's all I'm gonna say, because I think it does come down to whether the individuals of the public respect each other enough to let each other speak. And I am frustrated that that "
D_size5,"City Council Meeting - August 12, 2025 [Pg4nxjg-PUw]_standard",11,0,1,SPEAKER_18,1220.72,277,"shipping street and i've been reading about the data center uh projects for lancaster city with with increasing alarm in the newspaper. My, Memphis was mentioned previously, my son lives in Memphis, goes to college there, and he's been telling me some real horror stories about how data centers in th"
D_size5,"City Council Meeting - August 12, 2025 [Pg4nxjg-PUw]_standard",24,0,1,SPEAKER_24,2312.0,236,our next speaker mr harris is dan weigel good evening uh dan weigel uh clarendon drive um as you may have noticed there's a petition going around um there's a petition going around in our community about the data center we have hundreds of signatures on it it's been in the news obviously this is a b
D_size5,"City Council Meeting - August 12, 2025 [Pg4nxjg-PUw]_standard",28,1,0,SPEAKER_24,2460.98,38,to you sitting up front i turn the question on you do you hear us and are you with us please raise your hands a bit higher please everyone on city council mayor sirachi do you hear us
D_size5,"City Council Meeting - August 12, 2025 [Pg4nxjg-PUw]_standard",35,1,0,SPEAKER_11,2607.14,7,"Good evening. Good evening, everyone. Thank you."
D_size5,"City Council Meeting - August 12, 2025 [Pg4nxjg-PUw]_standard",48,1,0,SPEAKER_02,3672.96,362,"Next speaker is Frank Arcoglio. Good evening. Arcoglio. Frank Arcoglio, Old Trinity Place. So at the last council meeting, I asked the great Watergate question, which is, what did you know, and when did you know it? Well, I think I've got some answers. The planning commission had no idea. They had t"
D_size5,"City Council Meeting - August 12, 2025 [Pg4nxjg-PUw]_standard",50,0,1,SPEAKER_29,3850.6,385,uh tony dash's 700 block in new holland avenue so what i signed up to talk about was actually parking um but i'm going to connect these two issues because you have some issues that web out over time the city has a parking issue it depends on how you look at it in what perspective that issue is maybe
D_size5,"City Council Meeting - August 12, 2025 [Pg4nxjg-PUw]_standard",53,0,1,SPEAKER_11,4023.93,27,"and then may I also have you start with your block of residence? Thank you, oh, I'm sorry. So I'm in the 100 block of North Main."
D_size5,"City Council Meeting - August 12, 2025 [Pg4nxjg-PUw]_standard",58,1,0,SPEAKER_21,4377.06,14,you council president the economic development committee did not meet thank you finance committee
D_size5,"City Council Meeting - August 12, 2025 [Pg4nxjg-PUw]_standard",59,1,0,SPEAKER_22,4381.54,99,councillor arroyo thank you council president the finance committee meeting did or i'm sorry the finance committee did meet we had one item on the on the agenda we heard from director of administrative services tina campbell yesterday for the 2025 mid-year budget report overall the city's finances a
D_size5,"City Council Meeting - August 12, 2025 [Pg4nxjg-PUw]_standard",63,0,1,SPEAKER_00,4439.08,55,committee met last evening august 11 and reviewed the appointments to the downtown investment district already and a board of plumbing examiners and the committee also reviewed re-appointments to the sign commission public art advisory board higher education authority and the board of plumbing exami
D_size5,"City Council Meeting - August 12, 2025 [Pg4nxjg-PUw]_standard",78,1,0,SPEAKER_11,5131.94,120,highlighting all of those all the pieces that it took to get us to this time I I know I am personally extremely excited for this development on Sunnyside a long dormant area in the city development has been difficult to crack and I am appreciative that this includes an element of preserving the natu
D_size5,"City Council Meeting - August 12, 2025 [Pg4nxjg-PUw]_standard",80,0,1,SPEAKER_27,5212.38,18,comments from the public thank you tony diastra 700 block of new holland avenue i am also looking
D_size5,"City Council Meeting - August 12, 2025 [Pg4nxjg-PUw]_standard",87,0,1,SPEAKER_12,5564.02,146,thank you council president this resolution authorizes a routine update to our memorandum of understanding with the lancaster county conservation district the changes being made are primarily administrative in nature including minor word changes uh and allowing lccd to provide documents online and o
D_size5,"City Council Meeting - August 12, 2025 [Pg4nxjg-PUw]_standard",103,1,0,SPEAKER_19,5961.93,356,"and we're destroying the environment at the same time. The priorities aren't there for me. I don't see it. And Mayor Sirachi, I want to address you directly here because you say you can't do anything, right? But as Frank pointed out, you were super, super excited about this building. So why didn't y"
D_size5,"City Council Meeting - August 12, 2025 [Pg4nxjg-PUw]_standard",105,1,0,SPEAKER_02,6080.55,125,"Thank you, Frank Arcolio, Old Trinity Place. I know I've been critical of the administration with respect to the data centers, but I believe in giving credit where credit is due and in order to be fair. I sat through a tremendously detailed presentation on the five-year plan for the Department of Pu"
D_size5,"City Council Meeting - August 12, 2025 [Pg4nxjg-PUw]_standard",107,0,1,SPEAKER_18,6144.36,359,comments for this Alexander King 600 block of North Shippen so kind of to play up Tony Dastro's comments I'd like to say parking management in the city is an unmitigated disaster it seems to be a sort of grassroots sort of thing which seems to be the dumbest way to plan anything I've lived in a lot 
D_size5,"City Council Meeting - August 12, 2025 [Pg4nxjg-PUw]_standard",110,0,1,SPEAKER_06,6390.44,673,thank you council president i i want to just echo what we have heard at the last couple council meetings and in conversations that i've been having in the community related to the data centers and just to reaffirm that we hear your concerns about water utilization air quality noise the permitting th
D_size5,"City Council Meeting - August 26, 2025 [WImQYrQa0EM]",22,1,0,SPEAKER_07,1450.0,14,speaker please our first speaker is irene grievous thank you good evening good evening
D_size5,"City Council Meeting - August 26, 2025 [WImQYrQa0EM]",23,0,1,SPEAKER_06,1464.08,358,my name is irene grievous and i'm on the 400 block of west end avenue i am here today to raise an issue that has gone unresolved for four years this prolonged and unexplained condemnation of my property located on 901 manor street this has placed a tremendous amount of burden on me personally and ne
D_size5,"City Council Meeting - August 26, 2025 [WImQYrQa0EM]",32,1,0,SPEAKER_07,1977.7,17,speaker mr harris uh sarah edder hinojosa good evening my name is sarah edder hinojosa i'm from
D_size5,"City Council Meeting - August 26, 2025 [WImQYrQa0EM]",54,1,0,SPEAKER_15,3693.54,250,equipment or well I can share what I know specifically related to the AV equipment and maybe just the technological expenses overall you can address but um yes so there there has been money allocated for the av equipment um for this year uh there's a company that we've engaged to make long needed up
D_size5,"City Council Meeting - August 26, 2025 [WImQYrQa0EM]",55,1,0,SPEAKER_14,3775.38,35,add yeah um yeah thanks i will just say too that this is we're actually purchasing the equipment with the grant that we received so it's not coming out of the general operating fund budget
D_size5,"City Council Meeting - February 11, 2025 [JJbmuzCmd6s]_standard",16,1,0,SPEAKER_03,695.13,10,council president the Economic Development Committee did not meet thank
D_size5,"City Council Meeting - February 11, 2025 [JJbmuzCmd6s]_standard",17,1,0,SPEAKER_04,698.73,156,you Finance Committee counselor Arroyo Thank You council president the Finance Committee did meet we had three items on our agenda for that evening we discussed resolution number 1225 amending the supplemental pension plan for city employees and resolution number 1325 exonerating of utility fees exc
D_size5,"City Council Meeting - February 11, 2025 [JJbmuzCmd6s]_standard",54,0,1,SPEAKER_02,1437.66,147,second we have a motion and a second counselor craig thank you council president as presented by deputy director geyser and community development administrator jen rummel at committee meeting on the third they are recommending substantial amendments to each of the annual action plans from for 2021 t
D_size5,"City Council Meeting - February 11, 2025 [JJbmuzCmd6s]_standard",65,0,1,SPEAKER_08,1859.33,39,this measure yeah but you're turning it in you're you're also really doing the annual action plan right you're taking all that into consideration without so meaning that there is funds available for housing and that's what these fun
D_size5,"City Council Meeting - July 22, 2025 [Y4mI4udbAfM]",9,1,0,SPEAKER_17,1633.73,439,just you're already doing it please begin with your block thank you right into the mic and I know that the one is going to be cooled by air instead of water but air cooling could mean significant noise pollution for anyone living within a quarter mile of it the decibels reach well over those conside
D_size5,"City Council Meeting - July 22, 2025 [Y4mI4udbAfM]",31,0,1,SPEAKER_25,3220.95,522,next speaker next speaker is Ann Torres good evening hi my name is Ann Torres I live in lettuce but I work in Lancaster years back my friend had a baby through IVF they finally had their baby but over time they noticed that he was having issues breathing in and out of hospitals extensive stays but n
D_size5,"City Council Meeting - July 22, 2025 [Y4mI4udbAfM]",45,1,0,SPEAKER_26,4524.05,111,go forward for all of these presentations thank you for that dr campbell i appreciate it a quick question that may help provide context here the grant column are grants that we have we know we have received only okay and uh not to say there won't be additional grants in the future and then i also wa
D_size5,"City Council Meeting - July 22, 2025 [Y4mI4udbAfM]",64,1,0,SPEAKER_22,6235.04,246,the unfunded category can you talk a little bit more about that yes um there were some assumptions made and this is a combination of upgrades that we might need to make in our separate sewer areas these this is a placeholder because we don't know yet what those might be the other thing the other sor
D_size5,"City Council Meeting - July 22, 2025 [Y4mI4udbAfM]",74,0,1,SPEAKER_26,7307.76,121,there as well thank you for that context that's exactly the kind of kind of connection i was hoping to make with that question and then my second question is um the last line on the first uh slide the last one on the list annual escrow special and emergency improvements so obviously we have to put s
D_size5,"City Council Meeting - July 22, 2025 [Y4mI4udbAfM]",77,0,1,SPEAKER_30,7412.26,37,counselor colleagues Thank You madam president and thank you for the presentation and I'm not sure who would answer this question and how is the department working to minimize the cost of those projects we can we
D_size5,"City Council Meeting - July 22, 2025 [Y4mI4udbAfM]",117,0,1,SPEAKER_06,9868.24,338,you'll say that you'll do though much concern but not involved with decisions that are made by you but we are sick and tired of hearing your song telling how you are gonna change right from wrong cuz if you really want to hear our views you haven't done nothing and that's the case here we have an op
D_size5,"City Council Meeting - June 10, 2025 [PqPxK5dVghI]_standard",13,1,0,SPEAKER_18,801.33,622,"This is a change. So thank you, Ramocho, for the insights of the many challenges that are being faced by our refugee and immigrant community. I am here to provide a small update on how the Office of Language Services supports our refugee and immigrant community, especially our neighbors who might be"
D_size5,"City Council Meeting - June 10, 2025 [PqPxK5dVghI]_standard",20,1,0,SPEAKER_11,1355.13,455,great honor to be able to introduce this um resolution of june king for the last few years um so i'm going to read the resolution as it's as it is has been written the road road to freedom has been arduous for africans and the important work of equality continues today and historically historically 
D_size5,"City Council Meeting - June 10, 2025 [PqPxK5dVghI]_standard",22,1,0,SPEAKER_10,1613.3,104,good evening uh tony dash 700 block new holland avenue um juneteenth is a important holiday to celebrate uh lancaster does have a lot of great abolitionists and just if anybody in the room or watching uh wants to learn more about the history of lancaster's involvement in the underground railroad bet
D_size5,"City Council Meeting - June 10, 2025 [PqPxK5dVghI]_standard",28,0,1,SPEAKER_10,1826.26,66,to see tony dash's 700 block new holland avenue i'm also glad to see this uh because i mean this can be said about the first resolution as well with the net with the federal government turning over everything trying to erase people from our country removing transgender individuals from the military 
D_size5,"City Council Meeting - June 10, 2025 [PqPxK5dVghI]_standard",49,1,0,SPEAKER_11,2624.6,34,any comments on this uh this appointment um i was just very impressed with um christopher mr sloth overall um his view on life and um his experience and background thank you very much
D_size5,"City Council Meeting - June 10, 2025 [PqPxK5dVghI]_standard",68,0,1,SPEAKER_14,2966.87,16,"I will hear a motion. Council President, if I may, I'd like to nominate Erica Molina-Potter."
D_size5,"City Council Meeting - June 10, 2025 [PqPxK5dVghI]_standard",70,1,0,SPEAKER_14,2987.77,182,motioning and seconding counselor Hirsch I was you know impressed with Erica's background in the legal world and this particularly I was impressed by a story she told him which she talked about a time where she kind of had to admit that she made a mistake but felt better about bringing that to light
D_size5,"City Council Meeting - June 10, 2025 [PqPxK5dVghI]_standard",111,1,0,SPEAKER_04,4005.4,86,questions thank you miss Grievous to answer your question a couple things the critical repair program isn't comprised of millions of dollars it's a few hundred thousand dollars the many of the programs within this budget are for owner-occupied dwellings and if there is a tenant the landlord is requi
D_size5,"City Council Meeting - June 10, 2025 [PqPxK5dVghI]_standard",112,1,0,SPEAKER_03,4042.1,322,the resolution there's Gomez I just want to piggyback on what Irene said yes there's lots of residents being delayed ignored and denied my father in particularly who is an owner-occupant and me myself we are not given the opportunity nor irene but several of her issues and no she did not say that it
D_size5,"City Council Meeting - June 10, 2025 [PqPxK5dVghI]_standard",127,1,0,SPEAKER_05,4911.58,170,comments council president if i may counselor ahmed i just want to thank the gentleman who came out and spoke about the importance of pedestrian and uh bikeless uh safety as i spent my afternoon uh visiting a dear friend who's in the trauma unit an lgh who was hit by a vehicle riding his bike this p
D_size5,"City Council Meeting - May 27, 2025 [vexHgMfzvKE]_standard",23,1,0,SPEAKER_12,1495.02,338,"Thank you. Yeah. So thank you for having me again. I am Theodore Griffiths, I'm a librarian, and I'm the manager of all of the business services and circulation at the Lancaster Public Library right along the way there. Beyond all of my librarian duties, I help local entrepreneurs with all of our bu"
D_size5,"City Council Meeting - May 27, 2025 [vexHgMfzvKE]_standard",31,0,1,SPEAKER_12,1787.1,95,have not I've been working on my schooling the last few years and before that we were running a business so this is kind of the first time I've had any of the free time if you will to engage in something like this and I feel like this would be a great place to do it because I love this community I l
D_size5,"City Council Meeting - May 27, 2025 [vexHgMfzvKE]_standard",36,1,0,SPEAKER_12,1894.72,126,"Well, in that case, in a situation like this, I have my friends, I have my family, but at the end of the day, I was raised by a Marine, and it's all about the good of the entire community. It's about the good of your entire platoon, and unfortunately sometimes that means that you have to turn your b"
D_size5,"City Council Meeting - May 27, 2025 [vexHgMfzvKE]_standard",37,1,0,SPEAKER_05,1937.22,30,council president and thank you theodore for your uh willingness to serve and answering our questions this evening how do you believe that integrity and honesty and elected officials can
D_size5,"City Council Meeting - May 27, 2025 [vexHgMfzvKE]_standard",57,1,0,SPEAKER_06,4070.22,83,really excellent so thank you mayor's Raji thank thank you I just want to when we receive the award in 2019 we are one of the high-impact HUD recipients which made us one of a handful on par with Detroit and Baltimore the state of Rhode Island and Houston and I don't mean to put you on the spot but 
D_size5,"City Council Meeting - May 27, 2025 [vexHgMfzvKE]_standard",58,1,0,SPEAKER_07,4101.13,225,bragging rights thank you mayor and i just appreciate so much your support and how much you've talked us up because it has helped in a lot of different a lot of different areas and the resources that we've received we are one of the top performing we actually um you know as i mentioned we decreased 
D_size5,"City Council Meeting - May 27, 2025 [vexHgMfzvKE]_standard",72,1,0,SPEAKER_02,4572.15,32,happened is that correct um that's correct this one actually you guys approved back in march but because of a timing issue with the county planning's approval it's actually back before you
D_size5,"City Council Meeting - May 27, 2025 [vexHgMfzvKE]_standard",81,0,1,SPEAKER_05,4726.77,22,councilor med uh the time of the flag raising i believe it is 10 a.m i would have to get back to
D_size5,"City Council Meeting - May 27, 2025 [vexHgMfzvKE]_standard",88,0,1,SPEAKER_09,4841.02,85,that will conclude our legislative agenda this evening the next item in front of us is our second public comment period again this is open for items not previously heard on the agenda duration of comments is limited to three minutes per speaker if there's anyone wishing to participate in this public
D_size5,"City Council Meeting - May 27, 2025 [vexHgMfzvKE]_standard",89,1,0,SPEAKER_18,4874.0,317,name and block of residence record thank you and I'm trying sorry that I'm trying to continue again what I left I will be the first person that I am calling the lawful people as a criminal because I'm thinking they by not giving the justice to people they committing crime they encouraging the people
D_size5,"City Council Meeting - May 27, 2025 [vexHgMfzvKE]_standard",93,0,1,SPEAKER_05,5303.12,73,council tonight council president if i may counselor i just wanted to make the other members of council aware that the home rule study transition committee did meet on may 6th and went over both the administrative code as well as the ethics code which will be which we are currently doing the intervi
D_size5,"City Council Meeting - September 9, 2025 [H5Gp_GuYYYg]_standard",3,0,1,SPEAKER_05,622.26,11,Motion to approve. Second. We have a motion and a second.
D_size5,"City Council Meeting - September 9, 2025 [H5Gp_GuYYYg]_standard",11,1,0,SPEAKER_12,699.22,24,"You can use either one of the mics there, Zaira, thank you, and you may just have to turn it on with the button."
D_size5,"City Council Meeting - September 9, 2025 [H5Gp_GuYYYg]_standard",38,0,1,SPEAKER_09,2121.08,20,this period we do have a president next is irene bravis thank you good evening um i am here again
D_size5,"City Council Meeting - September 9, 2025 [H5Gp_GuYYYg]_standard",42,1,0,SPEAKER_03,3093.86,106,questions thank you so much for your presentation this evening um i do have a question off the bat so having seen you know these presentations for now several years it seems sort of anecdotally if i'm remembering correctly that your participation has gone up since your new location could someone uh 
D_size5,"City Council Meeting - September 9, 2025 [H5Gp_GuYYYg]_standard",75,1,0,SPEAKER_03,3972.78,203,director campbell thank you and i just want to say to director campbell and director stephen campbell as well because i know they've worked closely together on this that i'm incredibly proud that we have this capital budget in front of us it's really it's kind of a momentous thing and i'm glad that 
D_size5,"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_standard",7,1,0,SPEAKER_01,1088.54,498,great which is number two please i apologize did you state your name yes terry dealo with integrated consulting thank you yes of course um so what you're looking at on the existing conditions plan is this is the site as it exists today there is we're at the intersection of manheim pike and dillervil
D_size5,"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_standard",19,1,0,SPEAKER_07,1599.42,87,with where this is proceeding yes again um the they were at the shade i will i will speak for terry and say that they actually went to the shade tree commission twice and so they went through once and then they had to go back so um they have they've done their their best to really um to try to meet 
D_size5,"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_standard",32,0,1,SPEAKER_02,2014.11,31,there's a 18th century building that's part of their project as part of that minor plan does that include making sure that they're maintaining that structure to ensure it doesn't deteriorate
D_size5,"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_standard",33,0,1,SPEAKER_07,2024.85,58,over the two-year period that's a great question i don't think that that is part of the minor plan but it is on their property and so they would i mean as just part of it being your own parcel you would have to you would have to maintain it right so what can the public expect if
D_size5,"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_standard",48,0,1,SPEAKER_07,2413.97,12,reporter at each hearing and you would have to just continue the
D_size5,"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_standard",49,0,1,SPEAKER_03,2418.02,14,public hearing so it would still be the same public hearing just continue so
D_size5,"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_standard",50,1,0,SPEAKER_05,2423.43,21,and if i'm understanding the conditional approval would that give them approval to then finalize their plans and go into development
D_size5,"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_standard",63,1,0,SPEAKER_07,2850.64,248,we would also have a lot more information ourselves because again as Betsy noted it the the person who's appealing the decision that was made by the zoning officer that's happening September 22nd so that will have happened at that point and um there will have been also opportunities through city cou
D_size5,"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_standard",66,1,0,SPEAKER_08,3098.26,330,stolzbus and mr stevens over here um i'm open to the idea of not having a public hearing if we're not going to get the participation of the administration which i also think is a disappointment uh disservice to the residents of the city of lancaster who want transparency i feel like what we were doi
